Station Number,Station Name,Station Description,Parameter Name,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
105,Frontage Road,Skokie River at Frontage Road,Chlorophyll-A,Chlorophyll-A,ug/L,2009,12,10,0,18,Skokie River,-9769467.187323028,5174142.560835846
105,Frontage Road,Skokie River at Frontage Road,Chlorophyll-A,Chlorophyll-A,ug/L,2012,7,17,2,59,Skokie River,-9769467.187323028,5174142.560835846
105,Frontage Road,Skokie River at Frontage Road,Chlorophyll-A,Chlorophyll-A,ug/L,2001,5,25,14,39,Skokie River,-9769467.187323028,5174142.560835846
105,Frontage Road,Skokie River at Frontage Road,Chlorophyll-A,Chlorophyll-A,ug/L,2004,12,20,2,80,Skokie River,-9769467.187323028,5174142.560835846
105,Frontage Road,Skokie River at Frontage Road,Chlorophyll-A,Chlorophyll-A,ug/L,2007,11,18,3,55,Skokie River,-9769467.187323028,5174142.560835846
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2007,4,6,4,7,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2010,10,8,1,28,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2003,3,48,11,118,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2006,5,11,4,21,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2009,11,7,3,11,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2012,5,19,5,42,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2002,6,10,4,16,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2005,4,15,4,22,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2008,11,14,4,45,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2001,1,6,6,6,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2004,8,29,4,86,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
106,Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chlorophyll-A,Chlorophyll-A,ug/L,2011,10,15,4,55,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2001,5,3,2,3,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2004,12,7,1,24,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2007,12,4,1,11,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2010,11,2,1,5,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2017,12,3,1,9,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2020,11,3,1,7,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2023,11,3,1,7,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2002,12,3,1,9,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2009,11,2,1,4,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2012,12,4,1,14,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2015,10,4,1,12,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2018,10,5,1,25,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2025,3,7,2,15,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2003,12,6,0,26,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2006,12,6,1,29,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2013,12,4,1,17,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2016,12,5,0,13,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2019,8,2,1,4,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2022,12,4,1,14,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2005,10,5,1,13,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2008,11,3,1,10,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2011,12,4,1,15,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2014,12,4,1,23,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2021,10,4,1,8,South Branch Chicago River,-9758326.630046986,5137947.951214144
108,Loomis Street,South Branch Chicago River at Loomis Street,Chlorophyll-A,Chlorophyll-A,ug/L,2024,11,3,1,8,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2006,12,16,2,67,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2009,11,9,2,23,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2012,12,5,1,16,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2015,9,7,1,15,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2025,4,10,7,14,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2004,11,10,0,25,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2007,10,7,1,23,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2014,9,11,3,28,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2017,12,3,0,9,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2020,12,4,1,11,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2023,5,11,2,20,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2003,9,18,3,47,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2010,11,8,1,29,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2013,11,5,1,15,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2016,12,5,1,18,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2019,10,6,2,14,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2002,5,13,1,50,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2005,12,11,1,31,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2008,11,6,1,11,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2011,11,7,1,17,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2018,10,5,1,10,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2021,5,7,2,11,Salt Creek,-9778479.118246686,5134478.740255858
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,Chlorophyll-A,Chlorophyll-A,ug/L,2024,9,14,1,44,Salt Creek,-9778479.118246686,5134478.740255858
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2008,11,14,2,43,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2011,10,14,1,40,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2014,8,15,2,45,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2021,11,12,2,37,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2024,9,25,0,172,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2006,11,15,4,42,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2013,8,26,3,58,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2016,11,19,1,76,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2019,10,9,2,23,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2022,9,7,1,16,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2004,10,11,1,23,West Branch Du Page River,-9809372.143319122,5162219.006850576
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chlorophyll-A,Chlorophyll-A,ug/L,2007,9,21,2,53,West Branch Du Page River,-9809372.143319122,5162219.006850576
